"Renta personal media de la C.A. de Euskadi (euros) por ámbitos territoriales, tipo de renta, sexo y periodo"

"ámbitos territoriales";"tipo de renta";"sexo";"periodo";Renta personal media de la C.A. de Euskadi (euros)
"Arrankudiaga";"Renta capital inmobiliario";"Mujeres";"2015";431
"Arrankudiaga";"Renta capital inmobiliario";"Mujeres";"2016";494
"Arrankudiaga";"Renta capital inmobiliario";"Mujeres";"2017";370
"Arrankudiaga";"Renta capital inmobiliario";"Mujeres";"2018";264
"Arrankudiaga";"Renta capital inmobiliario";"Mujeres";"2019";539
"Arrankudiaga";"Renta de actividades";"Total";"2001";885
"Arrankudiaga";"Renta de actividades";"Total";"2003";1129
"Arrankudiaga";"Renta de actividades";"Total";"2006";1237
"Arrankudiaga";"Renta de actividades";"Total";"2009";1128
"Arrankudiaga";"Renta de actividades";"Total";"2011";1257
"Arrankudiaga";"Renta de actividades";"Total";"2013";1249
"Arrankudiaga";"Renta de actividades";"Total";"2014";1259
"Arrankudiaga";"Renta de actividades";"Total";"2015";1188
"Arrankudiaga";"Renta de actividades";"Total";"2016";1235
"Arrankudiaga";"Renta de actividades";"Total";"2017";1211
"Arrankudiaga";"Renta de actividades";"Total";"2018";1295
"Arrankudiaga";"Renta de actividades";"Total";"2019";1300
"Arrankudiaga";"Renta de actividades";"Hombres";"2001";1650
"Arrankudiaga";"Renta de actividades";"Hombres";"2003";1775
"Arrankudiaga";"Renta de actividades";"Hombres";"2006";1724
"Arrankudiaga";"Renta de actividades";"Hombres";"2009";1681
"Arrankudiaga";"Renta de actividades";"Hombres";"2011";1928
"Arrankudiaga";"Renta de actividades";"Hombres";"2013";1650
"Arrankudiaga";"Renta de actividades";"Hombres";"2014";1578
"Arrankudiaga";"Renta de actividades";"Hombres";"2015";1532
"Arrankudiaga";"Renta de actividades";"Hombres";"2016";1586
"Arrankudiaga";"Renta de actividades";"Hombres";"2017";1677
"Arrankudiaga";"Renta de actividades";"Hombres";"2018";1719
"Arrankudiaga";"Renta de actividades";"Hombres";"2019";1737
"Arrankudiaga";"Renta de actividades";"Mujeres";"2001";161
"Arrankudiaga";"Renta de actividades";"Mujeres";"2003";523
"Arrankudiaga";"Renta de actividades";"Mujeres";"2006";770
"Arrankudiaga";"Renta de actividades";"Mujeres";"2009";614
"Arrankudiaga";"Renta de actividades";"Mujeres";"2011";615
"Arrankudiaga";"Renta de actividades";"Mujeres";"2013";857
"Arrankudiaga";"Renta de actividades";"Mujeres";"2014";955
"Arrankudiaga";"Renta de actividades";"Mujeres";"2015";856
"Arrankudiaga";"Renta de actividades";"Mujeres";"2016";899
"Arrankudiaga";"Renta de actividades";"Mujeres";"2017";751
"Arrankudiaga";"Renta de actividades";"Mujeres";"2018";864
"Arrankudiaga";"Renta de actividades";"Mujeres";"2019";864
"Arrankudiaga";"Transferencias";"Total";"2001";2537
"Arrankudiaga";"Transferencias";"Total";"2003";2658
"Arrankudiaga";"Transferencias";"Total";"2006";3193
"Arrankudiaga";"Transferencias";"Total";"2009";3938
"Arrankudiaga";"Transferencias";"Total";"2011";3933
"Arrankudiaga";"Transferencias";"Total";"2013";4246
"Arrankudiaga";"Transferencias";"Total";"2014";4349
"Arrankudiaga";"Transferencias";"Total";"2015";4741
"Arrankudiaga";"Transferencias";"Total";"2016";4612
"Arrankudiaga";"Transferencias";"Total";"2017";4482
"Arrankudiaga";"Transferencias";"Total";"2018";4584
"Arrankudiaga";"Transferencias";"Total";"2019";5185
"Arrankudiaga";"Transferencias";"Hombres";"2001";3725
"Arrankudiaga";"Transferencias";"Hombres";"2003";3952
"Arrankudiaga";"Transferencias";"Hombres";"2006";4647
"Arrankudiaga";"Transferencias";"Hombres";"2009";5778
"Arrankudiaga";"Transferencias";"Hombres";"2011";5656
"Arrankudiaga";"Transferencias";"Hombres";"2013";5868
"Arrankudiaga";"Transferencias";"Hombres";"2014";5954
"Arrankudiaga";"Transferencias";"Hombres";"2015";6493
"Arrankudiaga";"Transferencias";"Hombres";"2016";6214
"Arrankudiaga";"Transferencias";"Hombres";"2017";6019
"Arrankudiaga";"Transferencias";"Hombres";"2018";5749
"Arrankudiaga";"Transferencias";"Hombres";"2019";6597
"Arrankudiaga";"Transferencias";"Mujeres";"2001";1410
"Arrankudiaga";"Transferencias";"Mujeres";"2003";1442
"Arrankudiaga";"Transferencias";"Mujeres";"2006";1801
"Arrankudiaga";"Transferencias";"Mujeres";"2009";2228
"Arrankudiaga";"Transferencias";"Mujeres";"2011";2286
"Arrankudiaga";"Transferencias";"Mujeres";"2013";2665
"Arrankudiaga";"Transferencias";"Mujeres";"2014";2814
"Arrankudiaga";"Transferencias";"Mujeres";"2015";3054
"Arrankudiaga";"Transferencias";"Mujeres";"2016";3076
"Arrankudiaga";"Transferencias";"Mujeres";"2017";2967
"Arrankudiaga";"Transferencias";"Mujeres";"2018";3397
"Arrankudiaga";"Transferencias";"Mujeres";"2019";3777
"Arrankudiaga";"Renta disponible";"Total";"2001";10316
"Arrankudiaga";"Renta disponible";"Total";"2003";12695
"Arrankudiaga";"Renta disponible";"Total";"2006";14368
"Arrankudiaga";"Renta disponible";"Total";"2009";17527
"Arrankudiaga";"Renta disponible";"Total";"2011";17151
"Arrankudiaga";"Renta disponible";"Total";"2013";16691
"Arrankudiaga";"Renta disponible";"Total";"2014";17072
"Arrankudiaga";"Renta disponible";"Total";"2015";17454
"Arrankudiaga";"Renta disponible";"Total";"2016";19034
"Arrankudiaga";"Renta disponible";"Total";"2017";17996
"Arrankudiaga";"Renta disponible";"Total";"2018";17610
"Arrankudiaga";"Renta disponible";"Total";"2019";18989
"Arrankudiaga";"Renta disponible";"Hombres";"2001";15026
"Arrankudiaga";"Renta disponible";"Hombres";"2003";17700
"Arrankudiaga";"Renta disponible";"Hombres";"2006";20141
"Arrankudiaga";"Renta disponible";"Hombres";"2009";23451
"Arrankudiaga";"Renta disponible";"Hombres";"2011";22457
"Arrankudiaga";"Renta disponible";"Hombres";"2013";21701
"Arrankudiaga";"Renta disponible";"Hombres";"2014";22308
"Arrankudiaga";"Renta disponible";"Hombres";"2015";22392
"Arrankudiaga";"Renta disponible";"Hombres";"2016";24811
"Arrankudiaga";"Renta disponible";"Hombres";"2017";22176
"Arrankudiaga";"Renta disponible";"Hombres";"2018";20928
"Arrankudiaga";"Renta disponible";"Hombres";"2019";22441
"Arrankudiaga";"Renta disponible";"Mujeres";"2001";5851
"Arrankudiaga";"Renta disponible";"Mujeres";"2003";7995
"Arrankudiaga";"Renta disponible";"Mujeres";"2006";8840
"Arrankudiaga";"Renta disponible";"Mujeres";"2009";12023
"Arrankudiaga";"Renta disponible";"Mujeres";"2011";12080
"Arrankudiaga";"Renta disponible";"Mujeres";"2013";11803
"Arrankudiaga";"Renta disponible";"Mujeres";"2014";12064
"Arrankudiaga";"Renta disponible";"Mujeres";"2015";12695
"Arrankudiaga";"Renta disponible";"Mujeres";"2016";13493
"Arrankudiaga";"Renta disponible";"Mujeres";"2017";13876
"Arrankudiaga";"Renta disponible";"Mujeres";"2018";14227
"Arrankudiaga";"Renta disponible";"Mujeres";"2019";15546
"Arrasate/Mondragón";"Renta total";"Total";"2001";13798
"Arrasate/Mondragón";"Renta total";"Total";"2003";14415
"Arrasate/Mondragón";"Renta total";"Total";"2006";17383
"Arrasate/Mondragón";"Renta total";"Total";"2009";19837
"Arrasate/Mondragón";"Renta total";"Total";"2011";19689
"Arrasate/Mondragón";"Renta total";"Total";"2013";18952
"Arrasate/Mondragón";"Renta total";"Total";"2014";18506
"Arrasate/Mondragón";"Renta total";"Total";"2015";19562
"Arrasate/Mondragón";"Renta total";"Total";"2016";20460
"Arrasate/Mondragón";"Renta total";"Total";"2017";21736
"Arrasate/Mondragón";"Renta total";"Total";"2018";22185
"Arrasate/Mondragón";"Renta total";"Total";"2019";23520
"Arrasate/Mondragón";"Renta total";"Hombres";"2001";18676
"Arrasate/Mondragón";"Renta total";"Hombres";"2003";19144
"Arrasate/Mondragón";"Renta total";"Hombres";"2006";22612
"Arrasate/Mondragón";"Renta total";"Hombres";"2009";24896
"Arrasate/Mondragón";"Renta total";"Hombres";"2011";24143
"Arrasate/Mondragón";"Renta total";"Hombres";"2013";23074
"Arrasate/Mondragón";"Renta total";"Hombres";"2014";22669
"Arrasate/Mondragón";"Renta total";"Hombres";"2015";23943
"Arrasate/Mondragón";"Renta total";"Hombres";"2016";24603
"Arrasate/Mondragón";"Renta total";"Hombres";"2017";26659
"Arrasate/Mondragón";"Renta total";"Hombres";"2018";27020
"Arrasate/Mondragón";"Renta total";"Hombres";"2019";28395
"Arrasate/Mondragón";"Renta total";"Mujeres";"2001";9057
"Arrasate/Mondragón";"Renta total";"Mujeres";"2003";9759
"Arrasate/Mondragón";"Renta total";"Mujeres";"2006";12279
"Arrasate/Mondragón";"Renta total";"Mujeres";"2009";14910
"Arrasate/Mondragón";"Renta total";"Mujeres";"2011";15303
"Arrasate/Mondragón";"Renta total";"Mujeres";"2013";14915
"Arrasate/Mondragón";"Renta total";"Mujeres";"2014";14437
"Arrasate/Mondragón";"Renta total";"Mujeres";"2015";15337
"Arrasate/Mondragón";"Renta total";"Mujeres";"2016";16462
"Arrasate/Mondragón";"Renta total";"Mujeres";"2017";17025
"Arrasate/Mondragón";"Renta total";"Mujeres";"2018";17564
"Arrasate/Mondragón";"Renta total";"Mujeres";"2019";18849
"Arrasate/Mondragón";"Renta del trabajo";"Total";"2001";9913
"Arrasate/Mondragón";"Renta del trabajo";"Total";"2003";10041
"Arrasate/Mondragón";"Renta del trabajo";"Total";"2006";11699
"Arrasate/Mondragón";"Renta del trabajo";"Total";"2009";11589
"Arrasate/Mondragón";"Renta del trabajo";"Total";"2011";12261
"Arrasate/Mondragón";"Renta del trabajo";"Total";"2013";11472
"Arrasate/Mondragón";"Renta del trabajo";"Total";"2014";10978
"Arrasate/Mondragón";"Renta del trabajo";"Total";"2015";11430
"Arrasate/Mondragón";"Renta del trabajo";"Total";"2016";12167
"Arrasate/Mondragón";"Renta del trabajo";"Total";"2017";12534
"Arrasate/Mondragón";"Renta del trabajo";"Total";"2018";12865
"Arrasate/Mondragón";"Renta del trabajo";"Total";"2019";13311
"Arrasate/Mondragón";"Renta del trabajo";"Hombres";"2001";13580
"Arrasate/Mondragón";"Renta del trabajo";"Hombres";"2003";13471
"Arrasate/Mondragón";"Renta del trabajo";"Hombres";"2006";15366
"Arrasate/Mondragón";"Renta del trabajo";"Hombres";"2009";14371
"Arrasate/Mondragón";"Renta del trabajo";"Hombres";"2011";15106
"Arrasate/Mondragón";"Renta del trabajo";"Hombres";"2013";14002
"Arrasate/Mondragón";"Renta del trabajo";"Hombres";"2014";13518
"Arrasate/Mondragón";"Renta del trabajo";"Hombres";"2015";13986
"Arrasate/Mondragón";"Renta del trabajo";"Hombres";"2016";14944
"Arrasate/Mondragón";"Renta del trabajo";"Hombres";"2017";15511
"Arrasate/Mondragón";"Renta del trabajo";"Hombres";"2018";15837
"Arrasate/Mondragón";"Renta del trabajo";"Hombres";"2019";16306
"Arrasate/Mondragón";"Renta del trabajo";"Mujeres";"2001";6348
"Arrasate/Mondragón";"Renta del trabajo";"Mujeres";"2003";6665
"Arrasate/Mondragón";"Renta del trabajo";"Mujeres";"2006";8119
"Arrasate/Mondragón";"Renta del trabajo";"Mujeres";"2009";8879
"Arrasate/Mondragón";"Renta del trabajo";"Mujeres";"2011";9459
"Arrasate/Mondragón";"Renta del trabajo";"Mujeres";"2013";8994
"Arrasate/Mondragón";"Renta del trabajo";"Mujeres";"2014";8495
"Arrasate/Mondragón";"Renta del trabajo";"Mujeres";"2015";8965
"Arrasate/Mondragón";"Renta del trabajo";"Mujeres";"2016";9487
"Arrasate/Mondragón";"Renta del trabajo";"Mujeres";"2017";9686
"Arrasate/Mondragón";"Renta del trabajo";"Mujeres";"2018";10024
"Arrasate/Mondragón";"Renta del trabajo";"Mujeres";"2019";10441
"Arrasate/Mondragón";"Renta capital mobiliario";"Total";"2001";1015
"Arrasate/Mondragón";"Renta capital mobiliario";"Total";"2003";1139
"Arrasate/Mondragón";"Renta capital mobiliario";"Total";"2006";1693
"Arrasate/Mondragón";"Renta capital mobiliario";"Total";"2009";2036
"Arrasate/Mondragón";"Renta capital mobiliario";"Total";"2011";2000
"Arrasate/Mondragón";"Renta capital mobiliario";"Total";"2013";1896
"Arrasate/Mondragón";"Renta capital mobiliario";"Total";"2014";1754
"Arrasate/Mondragón";"Renta capital mobiliario";"Total";"2015";1820
"Arrasate/Mondragón";"Renta capital mobiliario";"Total";"2016";1906
"Arrasate/Mondragón";"Renta capital mobiliario";"Total";"2017";1291
"Arrasate/Mondragón";"Renta capital mobiliario";"Total";"2018";1230
"Arrasate/Mondragón";"Renta capital mobiliario";"Total";"2019";1709
"Arrasate/Mondragón";"Renta capital mobiliario";"Hombres";"2001";1273
"Arrasate/Mondragón";"Renta capital mobiliario";"Hombres";"2003";1409
"Arrasate/Mondragón";"Renta capital mobiliario";"Hombres";"2006";2087
"Arrasate/Mondragón";"Renta capital mobiliario";"Hombres";"2009";2446
"Arrasate/Mondragón";"Renta capital mobiliario";"Hombres";"2011";2424
"Arrasate/Mondragón";"Renta capital mobiliario";"Hombres";"2013";2271
"Arrasate/Mondragón";"Renta capital mobiliario";"Hombres";"2014";2116
"Arrasate/Mondragón";"Renta capital mobiliario";"Hombres";"2015";2162
"Arrasate/Mondragón";"Renta capital mobiliario";"Hombres";"2016";2072
"Arrasate/Mondragón";"Renta capital mobiliario";"Hombres";"2017";1694
"Arrasate/Mondragón";"Renta capital mobiliario";"Hombres";"2018";1581
"Arrasate/Mondragón";"Renta capital mobiliario";"Hombres";"2019";2149
"Arrasate/Mondragón";"Renta capital mobiliario";"Mujeres";"2001";764
"Arrasate/Mondragón";"Renta capital mobiliario";"Mujeres";"2003";874
"Arrasate/Mondragón";"Renta capital mobiliario";"Mujeres";"2006";1308
"Arrasate/Mondragón";"Renta capital mobiliario";"Mujeres";"2009";1637
"Arrasate/Mondragón";"Renta capital mobiliario";"Mujeres";"2011";1583
"Arrasate/Mondragón";"Renta capital mobiliario";"Mujeres";"2013";1528
"Arrasate/Mondragón";"Renta capital mobiliario";"Mujeres";"2014";1400
"Arrasate/Mondragón";"Renta capital mobiliario";"Mujeres";"2015";1490
"Arrasate/Mondragón";"Renta capital mobiliario";"Mujeres";"2016";1746
"Arrasate/Mondragón";"Renta capital mobiliario";"Mujeres";"2017";906
"Arrasate/Mondragón";"Renta capital mobiliario";"Mujeres";"2018";895
"Arrasate/Mondragón";"Renta capital mobiliario";"Mujeres";"2019";1288
"Arrasate/Mondragón";"Renta capital inmobiliario";"Total";"2001";103
"Arrasate/Mondragón";"Renta capital inmobiliario";"Total";"2003";92
"Arrasate/Mondragón";"Renta capital inmobiliario";"Total";"2006";127
"Arrasate/Mondragón";"Renta capital inmobiliario";"Total";"2009";139
"Arrasate/Mondragón";"Renta capital inmobiliario";"Total";"2011";166
"Arrasate/Mondragón";"Renta capital inmobiliario";"Total";"2013";168
"Arrasate/Mondragón";"Renta capital inmobiliario";"Total";"2014";179
"Arrasate/Mondragón";"Renta capital inmobiliario";"Total";"2015";194
"Arrasate/Mondragón";"Renta capital inmobiliario";"Total";"2016";199
"Arrasate/Mondragón";"Renta capital inmobiliario";"Total";"2017";214
"Arrasate/Mondragón";"Renta capital inmobiliario";"Total";"2018";233
"Arrasate/Mondragón";"Renta capital inmobiliario";"Total";"2019";246
"Arrasate/Mondragón";"Renta capital inmobiliario";"Hombres";"2001";96
"Arrasate/Mondragón";"Renta capital inmobiliario";"Hombres";"2003";90
"Arrasate/Mondragón";"Renta capital inmobiliario";"Hombres";"2006";120
"Arrasate/Mondragón";"Renta capital inmobiliario";"Hombres";"2009";135
"Arrasate/Mondragón";"Renta capital inmobiliario";"Hombres";"2011";150
"Arrasate/Mondragón";"Renta capital inmobiliario";"Hombres";"2013";153
"Arrasate/Mondragón";"Renta capital inmobiliario";"Hombres";"2014";164
"Arrasate/Mondragón";"Renta capital inmobiliario";"Hombres";"2015";183
"Arrasate/Mondragón";"Renta capital inmobiliario";"Hombres";"2016";184
"Arrasate/Mondragón";"Renta capital inmobiliario";"Hombres";"2017";195
"Arrasate/Mondragón";"Renta capital inmobiliario";"Hombres";"2018";214
"Arrasate/Mondragón";"Renta capital inmobiliario";"Hombres";"2019";222
"Arrasate/Mondragón";"Renta capital inmobiliario";"Mujeres";"2001";109
"Arrasate/Mondragón";"Renta capital inmobiliario";"Mujeres";"2003";94
"Arrasate/Mondragón";"Renta capital inmobiliario";"Mujeres";"2006";134
"Arrasate/Mondragón";"Renta capital inmobiliario";"Mujeres";"2009";144
"Arrasate/Mondragón";"Renta capital inmobiliario";"Mujeres";"2011";180
"Arrasate/Mondragón";"Renta capital inmobiliario";"Mujeres";"2013";182
"Arrasate/Mondragón";"Renta capital inmobiliario";"Mujeres";"2014";194
"Arrasate/Mondragón";"Renta capital inmobiliario";"Mujeres";"2015";205
"Arrasate/Mondragón";"Renta capital inmobiliario";"Mujeres";"2016";213
"Arrasate/Mondragón";"Renta capital inmobiliario";"Mujeres";"2017";232
"Arrasate/Mondragón";"Renta capital inmobiliario";"Mujeres";"2018";251
"Arrasate/Mondragón";"Renta capital inmobiliario";"Mujeres";"2019";268
"Arrasate/Mondragón";"Renta de actividades";"Total";"2001";657
"Arrasate/Mondragón";"Renta de actividades";"Total";"2003";628
"Arrasate/Mondragón";"Renta de actividades";"Total";"2006";662
"Arrasate/Mondragón";"Renta de actividades";"Total";"2009";636
"Arrasate/Mondragón";"Renta de actividades";"Total";"2011";614
"Arrasate/Mondragón";"Renta de actividades";"Total";"2013";557
"Arrasate/Mondragón";"Renta de actividades";"Total";"2014";586
"Arrasate/Mondragón";"Renta de actividades";"Total";"2015";657
"Arrasate/Mondragón";"Renta de actividades";"Total";"2016";593
"Arrasate/Mondragón";"Renta de actividades";"Total";"2017";630
"Arrasate/Mondragón";"Renta de actividades";"Total";"2018";629
"Arrasate/Mondragón";"Renta de actividades";"Total";"2019";672
"Arrasate/Mondragón";"Renta de actividades";"Hombres";"2001";908
"Arrasate/Mondragón";"Renta de actividades";"Hombres";"2003";842
"Arrasate/Mondragón";"Renta de actividades";"Hombres";"2006";887
"Arrasate/Mondragón";"Renta de actividades";"Hombres";"2009";817
"Arrasate/Mondragón";"Renta de actividades";"Hombres";"2011";723
"Arrasate/Mondragón";"Renta de actividades";"Hombres";"2013";659
"Arrasate/Mondragón";"Renta de actividades";"Hombres";"2014";729
"Arrasate/Mondragón";"Renta de actividades";"Hombres";"2015";859
"Arrasate/Mondragón";"Renta de actividades";"Hombres";"2016";736
"Arrasate/Mondragón";"Renta de actividades";"Hombres";"2017";799
"Arrasate/Mondragón";"Renta de actividades";"Hombres";"2018";782
"Arrasate/Mondragón";"Renta de actividades";"Hombres";"2019";861
"Arrasate/Mondragón";"Renta de actividades";"Mujeres";"2001";414
"Arrasate/Mondragón";"Renta de actividades";"Mujeres";"2003";417
"Arrasate/Mondragón";"Renta de actividades";"Mujeres";"2006";443
"Arrasate/Mondragón";"Renta de actividades";"Mujeres";"2009";459
"Arrasate/Mondragón";"Renta de actividades";"Mujeres";"2011";506
"Arrasate/Mondragón";"Renta de actividades";"Mujeres";"2013";456
"Arrasate/Mondragón";"Renta de actividades";"Mujeres";"2014";447
"Arrasate/Mondragón";"Renta de actividades";"Mujeres";"2015";461
"Arrasate/Mondragón";"Renta de actividades";"Mujeres";"2016";455
"Arrasate/Mondragón";"Renta de actividades";"Mujeres";"2017";468
"Arrasate/Mondragón";"Renta de actividades";"Mujeres";"2018";483
"Arrasate/Mondragón";"Renta de actividades";"Mujeres";"2019";491
"Arrasate/Mondragón";"Transferencias";"Total";"2001";2111
"Arrasate/Mondragón";"Transferencias";"Total";"2003";2515
"Arrasate/Mondragón";"Transferencias";"Total";"2006";3203
"Arrasate/Mondragón";"Transferencias";"Total";"2009";5437
"Arrasate/Mondragón";"Transferencias";"Total";"2011";4649
"Arrasate/Mondragón";"Transferencias";"Total";"2013";4860
"Arrasate/Mondragón";"Transferencias";"Total";"2014";5008
"Arrasate/Mondragón";"Transferencias";"Total";"2015";5461
"Arrasate/Mondragón";"Transferencias";"Total";"2016";5595
"Arrasate/Mondragón";"Transferencias";"Total";"2017";7067
"Arrasate/Mondragón";"Transferencias";"Total";"2018";7228
"Arrasate/Mondragón";"Transferencias";"Total";"2019";7582
"Arrasate/Mondragón";"Transferencias";"Hombres";"2001";2820
"Arrasate/Mondragón";"Transferencias";"Hombres";"2003";3332
"Arrasate/Mondragón";"Transferencias";"Hombres";"2006";4152
"Arrasate/Mondragón";"Transferencias";"Hombres";"2009";7127
"Arrasate/Mondragón";"Transferencias";"Hombres";"2011";5740
"Arrasate/Mondragón";"Transferencias";"Hombres";"2013";5989
"Arrasate/Mondragón";"Transferencias";"Hombres";"2014";6142
"Arrasate/Mondragón";"Transferencias";"Hombres";"2015";6753
"Arrasate/Mondragón";"Transferencias";"Hombres";"2016";6665
"Arrasate/Mondragón";"Transferencias";"Hombres";"2017";8460
"Arrasate/Mondragón";"Transferencias";"Hombres";"2018";8606
